PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Sex_Pclass_female_1,Sex_Pclass_female_2,Sex_Pclass_female_3,Sex_Pclass_male_1,Sex_Pclass_male_2,Sex_Pclass_male_3,Age_scaled,Fare_scaled
640,0,26.6891684885,1,0,16.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.217150908497,-0.324253189835
641,0,20.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.490279793438
642,1,24.0,0,0,69.3,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.414561226668,0.746912168491
643,0,2.0,3,2,27.9,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-2.02956862334,-0.0866638810332
644,1,29.568898088,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.00575160832883,0.489103606817
645,1,0.75,2,1,19.2583,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-2.12133040724,-0.260661807294
646,1,48.0,1,0,76.7292,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.34726502424,0.896496786538
647,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.489442190451
648,1,56.0,0,0,35.5,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.93454044121,0.0663597415848
649,0,31.1083845238,0,0,7.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.107261208983,-0.49640476528
650,1,23.0,0,0,7.55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.487970653789,-0.49640476528
651,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
652,1,18.0,0,1,23.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.855017789395,-0.185323848248
653,0,21.0,0,0,8.4333,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.478619796088
654,1,26.3814249023,0,0,7.8292,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.239742188854,-0.490783160618
655,0,18.0,0,0,6.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.512512515029
656,0,24.0,2,0,73.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.414561226668,0.831477854675
657,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
658,0,32.0,1,1,15.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.172714190303,-0.336334002147
659,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.487970653789,-0.386670720113
660,0,58.0,0,2,113.275,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.08135929546,1.63233503752
661,1,50.0,2,0,133.65,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.49408387849,2.04257928895
662,0,40.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.759989607273,-0.502948538616
663,0,47.0,0,0,25.5875,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.27385559712,-0.133225345152
664,0,36.0,0,0,7.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.466351898788,-0.497496065326
665,1,20.0,1,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.488854257585
666,0,32.0,2,0,73.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.172714190303,0.831477854675
667,0,25.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.341151799546,-0.386670720113
668,0,27.5154542629,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.15649374316,-0.491874460663
669,0,43.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.980217888637,-0.486337421687
670,1,39.0881781385,1,0,52.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.693053286786,0.398582080163
671,1,40.0,1,1,39.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.759989607273,0.136831146738
672,0,31.0,1,0,52.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0993047631816,0.398582080163
673,0,70.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2.96227242091,-0.43700743808
674,1,31.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0993047631816,-0.386670720113
675,0,35.0518175686,0,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.39674636969,-0.648421653539
676,0,18.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.855017789395,-0.491874460663
677,0,24.5,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.377856513107,-0.486337421687
678,1,18.0,0,0,9.8417,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.450262102655
679,0,43.0,1,6,46.9,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.980217888637,0.295895175512
680,1,36.0,0,1,512.3292,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.466351898788,9.66716652501
681,0,23.4764323896,0,0,8.1375,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.452996025003,-0.484575636558
682,1,27.0,0,0,76.7292,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.194332945304,0.896496786538
683,0,20.0,0,0,9.225,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.462679164243
684,0,14.0,5,2,46.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.14865549788,0.295895175512
685,0,60.0,1,1,39.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2.2281781497,0.136831146738
686,0,25.0,1,2,41.5792,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.341151799546,0.188762531929
687,0,14.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.14865549788,0.150673744179
688,0,19.0,0,0,10.1708,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.443635777102
689,0,18.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.855017789395,-0.49145565917
690,1,15.0,0,1,211.3375,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-1.07524607076,3.60679279976
691,1,31.0,1,0,57.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0993047631816,0.499255516096
692,1,4.0,0,1,13.4167,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.88274976909,-0.378280595963
693,1,29.568898088,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.00575160832883,0.489103606817
694,0,25.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.502948538616
695,0,60.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.2281781497,-0.113845708735
696,0,52.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.64090273273,-0.37660337652
697,0,44.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.05362731576,-0.486337421687
698,1,19.8955811267,0,0,7.7333,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.715864264822,-0.492714077119
699,0,49.0,1,1,110.8833,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.42067445137,1.58417890618
700,0,42.0,0,0,7.65,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.906808461516,-0.494391296562
701,1,18.0,1,0,227.525,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.855017789395,3.93272304859
702,1,35.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.392942471667,-0.119131064122
703,0,18.0,0,1,14.4542,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.357390858007
704,0,25.0,0,0,7.7417,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.492544945747
705,0,26.0,1,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,-0.490279793438
706,0,39.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.686580180152,-0.124919786688
707,1,45.0,0,0,13.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.12703674288,-0.37660337652
708,1,42.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.906808461516,-0.119131064122
709,1,22.0,0,0,151.55,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.56138008091,2.40299018959
710,1,17.0999159524,1,1,15.2458,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.921092443692,-0.34145223963
711,1,24.0,0,0,49.5042,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.414561226668,0.348329927883
712,0,49.8994093015,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.48669957294,-0.113845708735
713,1,48.0,1,0,52.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.34726502424,0.398582080163
714,0,29.0,0,0,9.4833,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.047514091061,-0.457478374542
715,0,52.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.64090273273,-0.386670720113
716,0,19.0,0,0,7.65,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.494391296562
717,1,38.0,0,0,227.525,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.613170753031,3.93272304859
718,1,27.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.194332945304,-0.43700743808
719,0,27.3088739087,0,0,15.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.171658688611,-0.336334002147
720,0,33.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.246123617424,-0.491874460663
721,1,6.0,0,1,33.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.73593091485,0.0160230236183
722,0,17.0,1,0,7.0542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.928427216517,-0.506387543187
723,0,34.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.319533044546,-0.386670720113
724,0,50.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.49408387849,-0.386670720113
725,1,27.0,1,0,53.1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.194332945304,0.420730236069
726,0,20.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.474004925785
727,1,30.0,3,0,21.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0258953360603,-0.225593222621
728,1,19.8955811267,0,0,7.7375,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.715864264822,-0.492629511433
729,0,25.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.341151799546,-0.124919786688
730,0,25.0,1,0,7.925,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.341151799546,-0.488854257585
731,1,29.0,0,0,211.3375,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.047514091061,3.60679279976
732,0,11.0,0,0,18.7875,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.36888377924,-0.270141218021
733,0,35.0518175686,0,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.39674636969,-0.648421653539
734,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.487970653789,-0.386670720113
735,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.487970653789,-0.386670720113
736,0,28.5,0,0,16.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.0842188046217,-0.324253189835
737,0,48.0,1,3,34.375,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1.34726502424,0.0437082184999
738,1,35.0,0,0,512.3292,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.392942471667,9.66716652501
739,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
740,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
741,1,38.4266317502,0,0,30.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.644489545404,-0.0443810379414
742,0,36.0,1,0,78.85,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.466351898788,0.939198431123
743,1,21.0,2,2,262.375,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.634789508032,4.63441689704
744,0,24.0,1,0,16.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.324253189835
745,1,31.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0993047631816,-0.488854257585
746,0,70.0,1,1,71.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.96227242091,0.781141136708
747,0,16.0,1,1,20.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.240694238011
748,1,30.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0258953360603,-0.386670720113
749,0,19.0,1,0,53.1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.781608362274,0.420730236069
750,0,31.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0993047631816,-0.492377827843
751,1,4.0,1,1,23.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.88274976909,-0.185323848248
752,1,6.0,0,1,12.475,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.73593091485,-0.397241430886
753,0,33.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.246123617424,-0.457142125266
754,0,23.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.487970653789,-0.489442190451
755,1,48.0,1,2,65.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.34726502424,0.660333013589
756,1,0.67,1,1,14.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-2.12720316141,-0.356468689333
757,0,28.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.120923518182,-0.49145565917
758,0,18.0,0,0,11.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.855017789395,-0.416872750893
759,0,34.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.319533044546,-0.486337421687
760,1,33.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.246123617424,1.0932287881
761,0,24.3302169643,0,0,14.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.390320188494,-0.356468689333
762,0,41.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.833399034395,-0.504962007335
763,1,20.0,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.50286397293
764,1,36.0,1,2,120.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.466351898788,1.76774080885
765,0,16.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.491874460663
766,1,51.0,1,0,77.9583,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.56749330561,0.921244330559
767,0,39.174902381,0,0,39.6,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.69941966374,0.14891195905
768,0,30.5,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.062600049621,-0.492377827843
769,0,33.551175909,1,0,24.15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.286585125145,-0.162168957983
770,0,32.0,0,0,8.3625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.480045331941
771,0,24.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.457142125266
772,0,48.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.34726502424,-0.490279793438
773,0,57.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2.00794986834,-0.43700743808
774,0,29.5182051421,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0094729484496,-0.502948538616
775,1,54.0,1,3,23.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.78772158697,-0.185323848248
776,0,18.0,0,0,7.75,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.855017789395,-0.492377827843
777,0,35.295824299,0,0,7.75,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
778,1,5.0,0,0,12.475,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.80934034197,-0.397241430886
779,0,19.8955811267,0,0,7.7375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.715864264822,-0.492629511433
780,1,43.0,0,1,211.3375,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.980217888637,3.60679279976
781,1,13.0,0,0,7.2292,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.222064925,-0.50286397293
782,1,17.0,1,0,57.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.928427216517,0.499255516096
783,0,29.0,0,0,30.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.047514091061,-0.0443810379414
784,0,16.1939501984,1,2,23.45,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.987598870683,-0.176263239014
785,0,25.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.506472108874
786,0,25.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.502445171436
787,1,18.0,0,0,7.4958,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.497496065326
788,0,8.0,4,1,29.125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.58911206061,-0.0619988892297
789,1,1.0,1,2,20.575,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-2.10297805046,-0.234150464675
790,0,46.0,0,0,79.2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.20044617,0.946245571638
791,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
792,0,16.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.00183664364,-0.124919786688
793,0,10.8698669567,8,2,69.55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.37843677141,0.751945840288
794,0,50.3832842713,0,0,30.6958,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.52222055727,-0.030371322597
795,0,25.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.489442190451
796,0,39.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.686580180152,-0.386670720113
797,1,49.0,0,0,25.9292,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.42067445137,-0.126345322541
798,1,31.0,0,0,8.6833,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0993047631816,-0.473586124292
799,0,30.0,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.50286397293
800,0,30.0,1,1,24.15,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0258953360603,-0.162168957983
801,0,34.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.319533044546,-0.386670720113
802,1,31.0,1,1,26.25,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0993047631816,-0.119886114891
803,1,11.0,1,2,120.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-1.36888377924,1.76774080885
804,1,0.42,0,1,8.5167,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-2.14555551819,-0.476940563177
805,1,27.0,0,0,6.975,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.194332945304,-0.507982210413
806,0,31.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0993047631816,-0.491874460663
807,0,39.0,0,0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.686580180152,-0.648421653539
808,0,18.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.855017789395,-0.491874460663
809,0,39.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.686580180152,-0.386670720113
810,1,33.0,1,0,53.1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.246123617424,0.420730236069
811,0,26.0,0,0,7.8875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,-0.489609308355
812,0,39.0,0,0,24.15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.686580180152,-0.162168957983
813,0,35.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.392942471667,-0.43700743808
814,0,6.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.73593091485,-0.0187093117785
815,0,30.5,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.062600049621,-0.486337421687
816,0,38.8347748377,0,0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.674451095639,-0.648421653539
817,0,23.0,0,0,7.925,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.487970653789,-0.488854257585
818,0,31.0,1,1,37.0042,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0993047631816,0.0966463380508
819,0,43.0,0,0,6.45,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.980217888637,-0.518552921185
820,0,10.0,3,2,27.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.44229320637,-0.0866638810332
821,1,52.0,1,1,93.5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1.64090273273,1.23417159841
822,1,27.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.194332945304,-0.474004925785
823,0,38.0,0,0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.613170753031,-0.648421653539
824,1,27.0,0,1,12.475,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.194332945304,-0.397241430886
825,0,2.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-2.02956862334,0.150673744179
826,0,35.0978789807,0,0,6.95,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.40012771157,-0.508485577592
827,0,29.568898088,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.00575160832883,0.489103606817
828,1,1.0,0,2,37.0042,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-2.10297805046,0.0966463380508
829,1,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
830,1,62.0,0,0,80.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2.37499700394,0.962353321388
831,1,15.0,1,0,14.4542,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.07524607076,-0.357390858007
832,1,0.83,1,1,18.75,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-2.11545765307,-0.27089626879
833,0,22.8763068619,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.497050896197,-0.50286397293
834,0,23.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.487970653789,-0.490279793438
835,0,18.0,0,0,8.3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.855017789395,-0.48130374989
836,1,39.0,1,1,83.1583,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.686580180152,1.02594470393
837,0,21.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.634789508032,-0.474004925785
838,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
839,1,32.0,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,0.489103606817
840,1,50.9109501263,0,0,29.7,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.56095620539,-0.0504214440974
841,0,20.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.708198935153,-0.488854257585
842,0,16.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.00183664364,-0.43700743808
843,1,30.0,0,0,31.0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0258953360603,-0.0242463507548
844,0,34.5,0,0,6.4375,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.356237758106,-0.518804604775
845,0,17.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.928427216517,-0.474004925785
846,0,42.0,0,0,7.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.906808461516,-0.49640476528
847,0,10.8698669567,8,2,69.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.37843677141,0.751945840288
848,0,35.0,0,0,7.8958,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.392942471667,-0.489442190451
849,0,28.0,0,1,33.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.120923518182,0.0160230236183
850,1,43.9647644841,1,0,89.1042,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.05104069672,1.14566354047
851,0,4.0,4,2,31.275,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.88274976909,-0.0187093117785
852,0,74.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3.2559101294,-0.491874460663
853,0,9.0,1,1,15.2458,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1.51570263349,-0.34145223963
